title,text,headers,url,publish_date
"Afghan earthquake: At least 1,000 people killed and 1,500 injured - BBC News","BBC News This video can not be played A powerful earthquake has killed at least 1,000 people and injured 1,500 in eastern Afghanistan, an official of the ruling Taliban told the BBC. Hundreds of houses were destroyed by the magnitude 6.1 event, which occurred at a depth of 51km (32 miles). The earthquake struck about 44km from the city of Khost and tremors were felt as far away as Pakistan and India. Witnesses reported feeling the quake in both Afghanistan's capital, Kabul, and Pakistan's capital, Islamabad. Earthquakes tend to cause significant damage in Afghanistan, where dwellings in many rural areas are unstable or poorly built. In remote areas, helicopters have been ferrying victims to hospitals. Speaking to the BBC, a doctor in Paktika said medical workers were among the victims. Communication following the quake is difficult because of damage to mobile phone towers and the death toll could rise further still, another local journalist in the area told the BBC. There were no immediate reports of casualties or significant damage in Pakistan, according to BBC Urdu. Afghanistan is prone to quakes, as it's located in a tectonically active region, over a number of fault lines including the Chaman fault, the Hari Rud fault, the Central Badakhshan fault and the Darvaz fault. Most recently, in January killed more than 20 people and destroyed hundreds of houses. Read more about Afghanistan If you are reading this page and can't see the form you will need to visit the mobile version of the BBC website to submit your question or comment or you can email us at . Please include your name, age and location with any submission. Additional reporting by Frances Mao and Matthew Davis. Subsea internet cables could detect earthquakes Afghanistan twin quakes kill at least 22 Strong earthquake shakes Asian cities Powerful quake kills 1,000 in Afghanistan 'Every street you go you hear mourning' Biden urges gas tax 'holiday' as fuel prices bite No easy exit from besieged Lysychansk 'Every street you go you hear mourning' The Glasgow vegan who teamed up with a Kardashian How might Russia react if Ukraine joins the EU? What we know about India rapper Moose Wala's murder 'My kids cried every night asking if we'd die' What if all the wasps disappeared? The surprising benefits of pruney skin The woman who could upend US abortion rights Why top chefs are leaving Paris The films bringing sex work to life Has cinema perpetuated damaging stereotypes? Has human progress peaked? Read about our approach to external linking.",[],https://www.bbc.com/news/world-asia-61890804,2022-06-22
Afghanistan earthquake: 'Every street you go you hear mourning' - BBC News,"By Thom Poole BBC News This is how one Afghan described the situation after a powerful earthquake left hundreds dead. The quake happened in the early hours of the morning, causing houses to collapse and crush people sleeping inside. Rescuers have in some cases been digging with their bare hands, if they have been able to reach the affected areas at all. Rural eastern Afghanistan is not an easy place to travel to. The toll is expected to grow as the picture becomes clearer. Afghans are already facing hardship on several fronts. Poverty is rampant, and the country has endured decades of conflict. When the Taliban took over Afghanistan last year, many countries cut development aid. Already thinly stretched services are unlikely to be able to cope. This video can not be played Aid agencies are trying to help but communications and water provisions are adding to the challenge. They are focussing on bringing food, medicine and emergency shelter to those in need. Afghanistan country profile Powerful quake kills 1,000 in Afghanistan 'Every street you go you hear mourning' Biden urges gas tax 'holiday' as fuel prices bite No easy exit from besieged Lysychansk 'Every street you go you hear mourning' The Glasgow vegan who teamed up with a Kardashian How might Russia react if Ukraine joins the EU? What we know about India rapper Moose Wala's murder 'My kids cried every night asking if we'd die' What if all the wasps disappeared? The surprising benefits of pruney skin The woman who could upend US abortion rights Why top chefs are leaving Paris The films bringing sex work to life Has cinema perpetuated damaging stereotypes? Has human progress peaked? Read about our approach to external linking.",[],https://www.bbc.com/news/world-asia-61900222,2022-06-22
History of deadly earthquakes - BBC News,"Earthquakes have claimed millions of lives in the last 100 years, and improvements in technology have only slightly reduced the death toll. kills at least 1,000 people and injures more than 1,500 kills more than 2,000 people and leaves more than 12,000 people injured. Haitian officials estimates that 600,000 people are in need of emergency assistance. Indonesia is hit by a 6.2 magnitude earthquake and at least 105 people die as a result. The country's Sulawesi island is at the epicentre. Albania witnesses one of its most powerful earthquakes More than 460 people are killed after a 6.9 magnitude earthquake hit the Indonesian island of Lombok. It levelled homes, mosques and businesses, displacing some 350,000 people. An earlier 6.4 magnitude tremor on 29 July killed at least 16, and the region has suffered hundreds of aftershocks. At least 298 people are killed when a magnitude 6 earthquake strikes central Italy. Worst hit is Amatrice, where many of the town's historic buildings collapse. Italy rushes to help homeless after earthquake A powerful 7.8 magnitude earthquake strikes Ecuador's coast, killing more than 650 people. More than 16,000 people are hurt and some 7,000 buildings destroyed. At least 400 people die after a magnitude 6.9 earthquake strikes western China's Qinghai province. More than 1,000 people die after an earthquake strikes the Indonesian island of Sumatra. An earthquake hits the historic Italian city of L'Aquila, killing 309 people. Life after L'Aquila's heart was ripped out Up to 300 people are killed in the Pakistani province of Balochistan after an earthquake of 6.4 magnitude strikes 45 miles (70km) north of Quetta. The tremor, measuring 7.8, struck 57 miles (92km) from the provincial capital Chengdu during the early afternoon. More than 5,700 people die when a magnitude 6.2 quake hits the Indonesian island of Java, devastating the city of Yogyakarta and surrounding areas. An earthquake measuring 7.6 strikes northern Pakistan and the disputed Kashmir region, killing more than 73,000 people and leaving millions homeless. Hundreds die in a 6.4 magnitude quake centred in a remote area near Zarand in Iran's Kerman province. Hundreds of thousands are killed across Asia when an earthquake measuring 9.2 triggers sea surges that spread across the region. At least 500 people die in an earthquake which strikes towns on Morocco's Mediterranean coast. More than 26,000 people are killed when an earthquake destroys the historic city of Bam in southern Iran. Algeria suffers its worst earthquake in more than two decades. More than 2,000 people die and more than 8,000 are injured in a quake felt across the sea in Spain. More than 260 people die and almost 10,000 homes are destroyed in Xinjiang region, in western China. Italy is traumatised by the loss of an entire class of children, killed in the southern village of San Giuliano di Puglia when their school building collapses on them. Taiwan is hit by a quake measuring 7.6 that kills nearly 2,500 people and causes damage to every town on the island. Northern Afghanistan is hit by a major earthquake, killing 4,000 people. More than 1,600 are killed in Birjand, eastern Iran, in an earthquake of magnitude 7.1. The far eastern island of Sakhalin is hit by a massive earthquake measuring 7.5, which claims the lives of 1,989 Russians. The Hyogo quake hits the city of Kobe in Japan, killing 6,430 people. About 10,000 villagers are killed in western and southern India. About 40,000 people die in a tremor in the northern Iranian province of Gilan. Mexico City is shaken by a huge earthquake which razes buildings and kills 10,000 people. Some 1,500 people are killed in an earthquake that hit close to the Romanian capital, Bucharest. The Chinese city of Tangshan is reduced to rubble in a quake that claims at least 250,000 lives. An earthquake devastates a wide area around the town of Los Amates in eastern Guatemala, killing about 23,000 people. An earthquake high in the Peruvian Andes triggers a landslide, burying the town of Yungay and killing 66,000 people. An earthquake measuring 6.9 on the Richter scale strikes the Macedonian capital of Skopje, killing 1,000 people and leaving 100,000 homeless. The world's strongest recorded earthquake devastates Chile, with a reading of 9.5 on the Richter scale. A tsunami 30ft (10m) high eliminates entire villages. Death toll reports vary widely, but many settle on the 2,000 mark. The Great Kanto earthquake, with its epicentre just outside Tokyo, claims the lives of 142,800 people in the Japanese capital. San Francisco is hit by a series of violent shocks which last up to a minute. Between 700 and 3,000 people die either from collapsing buildings or in the subsequent fire. How earthquakes happen Museum of the 1906 San Francisco earthquake Report on the 1995 Kobe earthquake US Geological Earthquake Center Powerful quake kills 1,000 in Afghanistan 'Every street you go you hear mourning' Biden urges gas tax 'holiday' as fuel prices bite No easy exit from besieged Lysychansk 'Every street you go you hear mourning' The Glasgow vegan who teamed up with a Kardashian How might Russia react if Ukraine joins the EU? What we know about India rapper Moose Wala's murder 'My kids cried every night asking if we'd die' What if all the wasps disappeared? The surprising benefits of pruney skin The woman who could upend US abortion rights Why top chefs are leaving Paris The films bringing sex work to life Has cinema perpetuated damaging stereotypes? Has human progress peaked? Read about our approach to external linking.",[],https://www.bbc.com/news/world-12717980,2022-06-22
President Biden urges petrol tax 'holiday' as fuel prices bite - BBC News,"With national elections for Congress coming in November, Mr Biden is under pressure to respond. Analysts say that removing the levy would have limited impact on household petrol and diesel costs. Political support for the gas tax holiday, which would require an act of Congress, is also uncertain, with members of Mr Biden's own party concerned that the move would primarily benefit oil and gas firms. The White House acknowledged the criticism, but said policymakers should do what is in their power to try to ease the strain on families. Currently, the US imposes a tax of roughly 18 cents per gallon on gasoline and 24 cents on diesel, using the money collected to help pay for highway infrastructure. The move is the latest effort from countries around the world to address the soaring energy costs. Oil prices have surged since last year, as demand outstrips supplies constrained by cuts that many firms made after the pandemic hit in 2020 and prompted demand to crater. Mr Biden has already taken steps like releasing unprecedented amounts of oil from national reserves and lifting taxes on imports of solar panels. As well as suspending the national gasoline tax, Mr Biden is urging similar steps by state governments, which typically impose their own taxes, often higher than the federal government's. Some states, including New York, have already suspended those charges. The president has also called for oil and gas firms to increase their output, intensifying his criticism of the sector in recent weeks. However, there is little political momentum in the US for funding relief for households through something like the UK's recently announced windfall tax on energy company profits. Why can't the US stop soaring oil and gas prices? Powerful quake kills 1,000 in Afghanistan 'Every street you go you hear mourning' Biden urges gas tax 'holiday' as fuel prices bite No easy exit from besieged Lysychansk 'Every street you go you hear mourning' The Glasgow vegan who teamed up with a Kardashian How might Russia react if Ukraine joins the EU? What we know about India rapper Moose Wala's murder 'My kids cried every night asking if we'd die' What if all the wasps disappeared? The surprising benefits of pruney skin The woman who could upend US abortion rights Why top chefs are leaving Paris The films bringing sex work to life Has cinema perpetuated damaging stereotypes? Has human progress peaked? Read about our approach to external linking.",['What is the US gas tax?'],https://www.bbc.com/news/business-61899467,2022-06-22
Shaye Moss: 'I don't want anyone knowing my name' - BBC News,"A former US election worker who was singled out by Trump allies in their baseless fraud claims has testified to lawmakers probing the Capitol riot. On day four of public hearings, the panel heard from Republicans who Mr Trump pressured to overturn the vote. The month after Mr Trump's election loss, the mother and daughter were thrust into the spotlight after a lawyer for the Trump campaign released a CCTV clip showing Ms Moss appearing to be handed something by her mother. Conservative media and Trump aides began arguing that the edited footage showed an illegal scheme to input 18,000 false ballots supporting Mr Biden into election counting machines. As Mr Trump and his allies continued to argue their debunked claims, his lawyer Rudy Giuliani asked Georgia lawmakers to search the homes of Ms Moss and Ms Freeman for evidence, and compared them to drug dealers. She has successfully sued one conservative media network, settling for an undisclosed sum, and is still actively suing Mr Giuliani. Poll officials detail Trump voters' death threats Powerful quake kills 1,000 in Afghanistan 'Every street you go you hear mourning' Biden urges gas tax 'holiday' as fuel prices bite No easy exit from besieged Lysychansk 'Every street you go you hear mourning' The Glasgow vegan who teamed up with a Kardashian How might Russia react if Ukraine joins the EU? What we know about India rapper Moose Wala's murder 'My kids cried every night asking if we'd die' What if all the wasps disappeared? The surprising benefits of pruney skin The woman who could upend US abortion rights Why top chefs are leaving Paris The films bringing sex work to life Has cinema perpetuated damaging stereotypes? Has human progress peaked? Read about our approach to external linking.",[],https://www.bbc.com/news/world-us-canada-61889951,2022-06-21
Fears for US woman's life as abortion denied in Malta - BBC News,"By Sara Monetta BBC News For the past week, the couple have been stuck in a hospital room, waiting. His voice is tired and angry. He worries Andrea's condition could change rapidly at any time. In 2017, another tourist had to be evacuated to France to have an emergency termination. But for Maltese women this is not option. It's a law that Dr Lara Dimitrijevic, a lawyer in Malta and chair of the Women's Rights Foundation, has been fighting for years. Ms Dimitrijevic says the law needs to change because a practice like this is not just a health risk for women, it's also a psychological trauma for them and their families. The BBC has approached both the Maltese government and the hospital's administration for comment. After six days, waiting for one of two terrible things to happen, Jay tells me both he and his wife are exhausted. 'I was lured to a fake abortion clinic on Google' Thousands protest against abortion in Croatia Priest who had two abortions says women need choice What happens if Roe v Wade is overturned Powerful quake kills 1,000 in Afghanistan 'Every street you go you hear mourning' Biden urges gas tax 'holiday' as fuel prices bite No easy exit from besieged Lysychansk 'Every street you go you hear mourning' The Glasgow vegan who teamed up with a Kardashian How might Russia react if Ukraine joins the EU? What we know about India rapper Moose Wala's murder 'My kids cried every night asking if we'd die' What if all the wasps disappeared? The surprising benefits of pruney skin The woman who could upend US abortion rights Why top chefs are leaving Paris The films bringing sex work to life Has cinema perpetuated damaging stereotypes? Has human progress peaked? Read about our approach to external linking.",[],https://www.bbc.com/news/world-61898437,2022-06-22
Half Russian separatist force dead or wounded - UK - BBC News,"By Paul Kirby BBC News Russian and Russian proxy forces in the Donetsk region of Ukraine have suffered heavy casualties, according to UK intelligence officials. Russian forces are focused on conquering all of neighbouring Luhansk, aiming to encircle the city of Lysychansk, say Ukrainian leaders. UK military intelligence said Russia was very likely aiming to deploy a large number of reserve units to Ukraine's eastern Donbas, which is made up of Donetsk and Luhansk. that 2,128 of its forces had been killed and 8,897 wounded. A further 654 civilians had been killed, said Daria Morozova. In a separate development, Russian forces fired seven missiles at the southern city of Mykolaiv on Wednesday, according to local leader Vitaliy Kim, who did not give details of casualties. In its daily briefing, UK intelligence said the casualties suffered by Donetsk's proxy militia For months there have been reports of civilians being conscripted into the militia by force, with low morale and poor quality weapons, including rifles that went out of service decades ago. Last month, Ukraine's SBU security service claimed militiamen compared conditions to slavery and were ready to desert. This video can not be played Moscow city council announced on Wednesday that it had changed the address of the US embassy in the Russian capital, from Bolshoi Devyatinsky Lane to 1 Donetsk People's Republic Square. Russia warns Lithuania over rail transit blockade Briton's family devastated by Donetsk 'show trial' Powerful quake kills 1,000 in Afghanistan 'Every street you go you hear mourning' Biden urges gas tax 'holiday' as fuel prices bite No easy exit from besieged Lysychansk 'Every street you go you hear mourning' The Glasgow vegan who teamed up with a Kardashian How might Russia react if Ukraine joins the EU? What we know about India rapper Moose Wala's murder 'My kids cried every night asking if we'd die' What if all the wasps disappeared? The surprising benefits of pruney skin The woman who could upend US abortion rights Why top chefs are leaving Paris The films bringing sex work to life Has cinema perpetuated damaging stereotypes? Has human progress peaked? Read about our approach to external linking.",[],https://www.bbc.com/news/world-europe-61891462,2022-06-22
Ukraine war: No easy exit from besieged Lysychansk - BBC News,"By Orla Guerin BBC News, Lysychansk If you had only 15 minutes to pack up and run for your life, what would you take? That was the dilemma confronting Katya when volunteers arrived at her home on the outskirts of Lysychansk. The war had landed on her doorstep a day earlier, when a Russian shell hit her garden and shrapnel pierced her metal front door. Katya flitted back and forth between piles of belongings in her home of nine years. In the end, she picked up only a plastic folder containing her family's key documents, including their passports. Artyom was pale and sombre, with blood seeping through a bandage on his knee.  He was injured by shelling when he went to get water. For the past two months, they have been risking their own lives to evacuate civilians from frontline areas. They have a ritual on the way to Lysychansk.  Before the riskiest stretch of the journey, they don their flak jackets and briefly stand in a circle to pray. We joined them on the journey into Lysychansk and were soon grateful for that prayer. As we drove into the city, a Russian shell exploded about 250m ahead of us. We felt the blast wave inside our armoured car.  Without their pause for prayer, we would have been further along the road driving into the path of the explosion. We saw soldiers digging trenches, in preparation for a possible ground assault.  A military source told us there are Russian forces just 2km from the city limits. They already control almost all of neighbouring Severdonetsk, after weeks of intense fighting there. Local officials estimate that between 7,000 to 8,000 people remain in Lysychansk despite the danger and the deprivation. Many are trapped by fear, according to Anton Yaremchuk. For now, he and his team keep banging on doors, offering a way out.  After a few attempts, they found the home of a man called Sacha, who had suffered a suspected stroke. For five days he had not had medical attention. For three days he had not eaten. As the light was fading, the team made their last call of the day, to collect a couple and their four daughters. The mother, Nina, came rushing with her toddler, Katia, in her arms. Two more young daughters were lifted into the van, one of whom has started stuttering since the war broke out. Their faces were streaked with dirt, Nina's with tears. Then her eldest, Lada, emerged from a doorway.  At 12, she is old enough to carry some bags and to grasp the changes around her. When asked if her friends had left, she stood still and burst into tears. It feels like Lysychansk is running out of time. Russia warns Lithuania over rail transit blockade Powerful quake kills 1,000 in Afghanistan 'Every street you go you hear mourning' Biden urges gas tax 'holiday' as fuel prices bite No easy exit from besieged Lysychansk 'Every street you go you hear mourning' The Glasgow vegan who teamed up with a Kardashian How might Russia react if Ukraine joins the EU? What we know about India rapper Moose Wala's murder 'My kids cried every night asking if we'd die' What if all the wasps disappeared? The surprising benefits of pruney skin The woman who could upend US abortion rights Why top chefs are leaving Paris The films bringing sex work to life Has cinema perpetuated damaging stereotypes? Has human progress peaked? Read about our approach to external linking.",[],https://www.bbc.com/news/world-europe-61895580,2022-06-22
White House unveils plans to reduce nicotine in cigarettes - BBC News,"But the measure is likely to face opposition by the tobacco industry. Smoking remains the US's leading cause of death, accounting for 480,000 every year, according to the Centres for Disease Control and Prevention (CDC). Dr Calif added that lowering nicotine levels may decrease the likelihood that young people become addicted to cigarettes and help current smokers quit. But experts say it could take at least a year for the Food and Drug Administration (FDA), which regulates cigarettes, to issue a proposed rule which could then be delayed by opposition, according to the Washington Post It added the tobacco industry, which is likely to be fiercely opposed to such a big change in products, could challenge a final regulation in court. Man writes his obituary to warn of smoking Powerful quake kills 1,000 in Afghanistan 'Every street you go you hear mourning' Biden urges gas tax 'holiday' as fuel prices bite No easy exit from besieged Lysychansk 'Every street you go you hear mourning' The Glasgow vegan who teamed up with a Kardashian How might Russia react if Ukraine joins the EU? What we know about India rapper Moose Wala's murder 'My kids cried every night asking if we'd die' What if all the wasps disappeared? The surprising benefits of pruney skin The woman who could upend US abortion rights Why top chefs are leaving Paris The films bringing sex work to life Has cinema perpetuated damaging stereotypes? Has human progress peaked? Read about our approach to external linking.",[],https://www.bbc.com/news/world-us-canada-61887753,2022-06-22
Uvalde shooting: Robb Elementary School to be demolished - mayor - BBC News,"Don McLaughlin made the claim on Tuesday at a tense and emotional council meeting with residents demanding answers over the shooting. He did not say when the school would be demolished. Public anger has risen since the May rampage, with police accused of waiting over an hour to confront the assailant. Robb Elementary has nearly 600 students in the second, third and fourth grades. US President Joe Biden had suggested knocking down the school, State Senator Roland Gutierrez told local media last month. Robb Elementary will not be the first school to be demolished after a mass shooting. Sandy Hook Elementary School in Newtown, Connecticut, was razed after 20 students aged six and seven years old and six staff members were shot in 2012. A new school was built on the same land. Texas's public safety chief said on Tuesday there were enough police on the scene in Uvalde to have stopped the gunman three minutes after he entered the building. But police waited for more than an hour outside classrooms before a team made entry. US Senators on Tuesday advanced new legislation to address mass shootings in what has been called the most significant new gun controls in a generation. The teachers who died trying to save their pupils McConaughey brings dead girl's shoes to White House Texas school gunman entered door that did not lock Powerful quake kills 1,000 in Afghanistan 'Every street you go you hear mourning' Biden urges gas tax 'holiday' as fuel prices bite No easy exit from besieged Lysychansk 'Every street you go you hear mourning' The Glasgow vegan who teamed up with a Kardashian How might Russia react if Ukraine joins the EU? What we know about India rapper Moose Wala's murder 'My kids cried every night asking if we'd die' What if all the wasps disappeared? The surprising benefits of pruney skin The woman who could upend US abortion rights Why top chefs are leaving Paris The films bringing sex work to life Has cinema perpetuated damaging stereotypes? Has human progress peaked? Read about our approach to external linking.",[],https://www.bbc.com/news/world-us-canada-61890558,2022-06-22
